Date,Time,Master State,Alarm State,Venous,BP Out,DP In,DP Out,Sorb In,TMP,PUC TP1,PUC TP2,PUC TP3,PUC TP4
_AA_10/2/2015,12:52:08 PM,5,0,43.28627,6.693554,7.761986,35.052544,175.44717,-18.917355,0.0089,0.001324,0.00703,0.015934
_AA_10/2/2015,12:52:09 PM,5,0,43.204983,6.698597,7.761986,35.119007,175.474709,-18.988708,0.008923,0.001324,0.007103,0.015934
_AA_10/2/2015,12:52:09 PM,5,0,43.197113,6.691029,7.759121,34.988979,175.543549,-18.929981,0.008915,0.001316,0.007092,0.015949
_AA_10/2/2015,12:52:10 PM,5,0,43.207607,6.693554,7.759121,35.116119,175.522896,-18.987041,0.008926,0.001324,0.007092,0.015984
_AA_10/2/2015,12:52:11 PM,5,0,43.291519,6.691029,7.759121,34.962975,175.502247,-18.869774,0.00893,0.001324,0.007099,0.015942
_AA_10/2/2015,12:52:11 PM,5,0,43.181381,6.685989,7.753391,35.133461,175.495361,-19.009743,0.008957,0.001324,0.007122,0.015934
_AA_10/2/2015,12:52:12 PM,5,0,43.273163,6.683464,7.761986,34.942757,175.48848,-18.874058,0.008987,0.001316,0.007114,0.015957
_AA_10/2/2015,12:52:12 PM,5,0,43.278404,6.691029,7.759121,35.020763,175.571091,-18.905228,0.008961,0.001324,0.007053,0.015911
_AA_10/2/2015,12:52:13 PM,5,0,43.202362,6.691029,7.767712,34.954308,175.48159,-18.914314,0.008945,0.001316,0.007183,0.015961
_AA_10/2/2015,12:52:13 PM,5,0,43.265293,6.691029,7.75053,35.113228,175.419643,-18.95372,0.008945,0.001324,0.007053,0.015949
_AA_10/2/2015,12:52:14 PM,5,0,43.231205,6.693554,7.761986,34.948536,175.392105,-18.892883,0.008915,0.00132,0.007092,0.015961
_AA_10/2/2015,12:52:14 PM,5,0,43.204983,6.685989,7.759121,35.069881,175.419643,-18.95372,0.008892,0.001324,0.007034,0.015926
_AA_10/2/2015,12:52:15 PM,5,0,43.283646,6.691029,7.759121,34.988979,175.474709,-18.886715,0.008942,0.001312,0.007107,0.015965
_AA_10/2/2015,12:52:15 PM,5,0,43.307247,6.693554,7.759121,35.061214,175.44717,-18.909767,0.008923,0.001324,0.007061,0.015934
_AA_10/2/2015,12:52:16 PM,5,0,43.204983,6.691029,7.753391,34.92831,175.467823,-18.892845,0.00893,0.00132,0.007114,0.015919
_AA_10/2/2015,12:52:16 PM,5,0,43.204983,6.691029,7.756256,34.974537,175.509132,-18.858395,0.0089,0.00132,0.007122,0.015945
_AA_10/2/2015,12:52:17 PM,5,0,43.149914,6.691029,7.759121,35.020763,175.502247,-18.969471,0.008976,0.001328,0.007137,0.015942
_AA_10/2/2015,12:52:17 PM,5,0,43.136803,6.693554,7.756256,35.043877,175.38522,-18.98489,0.008938,0.001324,0.007122,0.015957
_AA_10/2/2015,12:52:18 PM,5,0,43.163029,6.691029,7.753391,35.066994,175.433407,-18.983166,0.008942,0.001324,0.007019,0.015938
_AA_10/2/2015,12:52:19 PM,5,0,43.22596,6.693554,7.753391,34.910984,175.536667,-18.872433,0.008938,0.001324,0.007175,0.015919
_AA_10/2/2015,12:52:19 PM,5,0,43.262669,6.685989,7.75053,35.058323,175.378338,-18.930099,0.008907,0.00132,0.007019,0.015942
_AA_10/2/2015,12:52:20 PM,5,0,43.215477,6.685989,7.759121,34.910984,175.51601,-18.884319,0.008877,0.001328,0.007141,0.015953
_AA_10/2/2015,12:52:20 PM,5,0,43.165649,6.693554,7.753391,35.119007,175.460941,-19.006599,0.008968,0.001316,0.007069,0.015949
_AA_10/2/2015,12:52:21 PM,5,0,43.170895,6.693554,7.753391,34.945644,175.440289,-18.917294,0.008919,0.001324,0.007107,0.015961
_AA_10/2/2015,12:52:21 PM,5,0,43.260052,6.693554,7.753391,35.133461,175.412758,-18.966625,0.008907,0.001324,0.007084,0.015961
_AA_10/2/2015,12:52:22 PM,5,0,43.115826,6.693554,7.756256,34.922535,175.392105,-18.934708,0.008873,0.001324,0.007156,0.015957
_AA_10/2/2015,12:52:22 PM,5,0,43.18663,6.698597,7.759121,35.113228,175.51601,-18.993561,0.009003,0.001324,0.007069,0.015926
_AA_10/2/2015,12:52:23 PM,5,0,43.202362,6.685989,7.761986,35.046761,175.467823,-18.960197,0.008884,0.001324,0.007111,0.015957
_AA_10/2/2015,12:52:23 PM,5,0,43.307247,6.693554,7.759121,34.948536,175.495361,-18.853428,0.008884,0.001324,0.007111,0.015957
_AA_10/2/2015,12:52:24 PM,5,0,43.218098,6.691029,7.759121,35.046761,175.467823,-18.954159,0.008949,0.001324,0.007175,0.015957
_AA_10/2/2015,12:52:24 PM,5,0,43.194496,6.693554,7.753391,35.014984,175.522896,-18.940163,0.008945,0.00132,0.007164,0.015942
_AA_10/2/2015,12:52:25 PM,5,0,43.333462,6.693554,7.759121,35.113228,175.522896,-18.922668,0.008877,0.001324,0.007099,0.015938
_AA_10/2/2015,12:52:26 PM,5,0,43.144669,6.691029,7.75053,35.032318,175.38522,-18.973576,0.0089,0.001324,0.00713,0.015938
_AA_10/2/2015,12:52:26 PM,5,0,43.218098,6.693554,7.753391,35.038097,175.426525,-18.939919,0.008999,0.00132,0.007023,0.015953
_AA_10/2/2015,12:52:27 PM,5,0,43.197113,6.696072,7.761986,35.087223,175.371452,-18.969677,0.009007,0.001324,0.007111,0.015949
_AA_10/2/2015,12:52:27 PM,5,0,43.210232,6.691029,7.753391,35.087223,175.371452,-18.969677,0.008991,0.001324,0.00705,0.015961
_AA_10/2/2015,12:52:28 PM,5,0,43.246937,6.693554,7.767712,34.997646,175.38522,-18.912434,0.00893,0.001324,0.007103,0.015938
_AA_10/2/2015,12:52:29 PM,5,0,43.228584,6.691029,7.75053,34.942757,175.405872,-18.886837,0.008904,0.001324,0.007137,0.015987
_AA_10/2/2015,12:52:29 PM,5,0,43.252186,6.693554,7.759121,35.113228,175.502247,-18.963306,0.009029,0.001324,0.007099,0.015949
_AA_10/2/2015,12:52:30 PM,5,0,43.281029,6.685989,7.759121,34.910984,175.502247,-18.851543,0.008915,0.001324,0.007168,0.015949
_AA_10/2/2015,12:52:30 PM,5,0,43.152542,6.693554,7.759121,35.043877,175.48848,-18.978451,0.008892,0.001324,0.007126,0.015949
_AA_10/2/2015,12:52:31 PM,5,0,43.18401,6.693554,7.753391,34.954308,175.454056,-18.91507,0.008976,0.001316,0.007133,0.015942
_AA_10/2/2015,12:52:31 PM,5,0,43.197113,6.683464,7.761986,35.188374,175.426525,-19.034893,0.008976,0.001316,0.007133,0.015942
_AA_10/2/2015,12:52:31 PM,5,0,43.18401,6.691029,7.759121,34.936977,175.509132,-18.864643,0.008862,0.00132,0.007118,0.015949
_AA_10/2/2015,12:52:32 PM,5,0,43.189251,6.693554,7.759121,35.092995,175.467823,-18.984657,0.008926,0.001324,0.007133,0.015953
_AA_10/2/2015,12:52:32 PM,7,0,43.281029,6.691029,7.787758,34.908089,188.579632,-18.861897,0.008881,0.001324,0.007092,0.015934
_AA_10/2/2015,12:52:33 PM,7,0,43.406879,6.691029,7.764851,34.893654,175.522896,-18.7803,0.008961,0.001328,0.007046,0.015957
_AA_10/2/2015,12:52:33 PM,7,0,43.249561,6.693554,7.761986,35.012096,175.550434,-18.915485,0.008938,0.001324,0.007076,0.015961
_AA_10/2/2015,12:52:34 PM,7,0,43.270538,6.693554,7.75053,34.977425,175.426525,-18.881931,0.008961,0.001324,0.007095,0.015957
_AA_10/2/2015,12:52:34 PM,7,0,43.220718,6.691029,7.753391,34.971642,175.44717,-18.906643,0.0089,0.001324,0.007092,0.01593
_AA_10/2/2015,12:52:35 PM,7,0,43.244316,6.691029,7.753391,34.986092,175.48848,-18.902069,0.008881,0.001324,0.00703,0.015957
_AA_10/2/2015,12:52:35 PM,7,0,43.244316,6.691029,7.759121,34.968758,175.44717,-18.896267,0.008965,0.00132,0.007092,0.015911
_AA_10/2/2015,12:52:36 PM,7,0,43.312492,6.691029,7.759121,34.931202,175.454056,-18.843403,0.008877,0.001324,0.007084,0.01593
_AA_10/2/2015,12:52:36 PM,7,0,43.228584,6.693554,7.767712,35.017872,175.536667,-18.931725,0.008984,0.00132,0.007095,0.015942
_AA_10/2/2015,12:52:37 PM,7,0,43.312492,6.691029,7.759121,35.003426,175.467823,-18.883446,0.009052,0.001316,0.007137,0.015942
_AA_10/2/2015,12:52:37 PM,7,0,43.236446,6.691029,7.761986,34.994759,175.495361,-18.914635,0.008938,0.001324,0.007118,0.015965
_AA_10/2/2015,12:52:38 PM,7,0,43.320358,6.691029,7.773437,34.936977,175.48848,-18.849514,0.008869,0.001324,0.007065,0.016033
_AA_10/2/2015,12:52:38 PM,7,0,43.215477,6.688507,7.761986,35.020763,198.58041,-18.939384,0.008938,0.001308,0.007114,0.018162
_AA_10/2/2015,12:52:39 PM,7,0,43.262669,6.685989,7.761986,34.951424,214.062176,-18.882378,0.008884,0.001324,0.007111,0.018749
_AA_10/2/2015,12:52:40 PM,7,0,43.197113,6.693554,7.661743,35.006317,209.073349,-18.888699,0.008995,0.001324,0.007069,0.018787
_AA_10/2/2015,12:52:40 PM,7,0,43.215477,6.691029,7.667469,34.939865,210.396664,-18.850414,0.008953,0.001324,0.007072,0.018871
_AA_10/2/2015,12:52:41 PM,7,0,43.233829,6.693554,7.667469,34.971642,214.196251,-18.855865,0.008896,0.001316,0.007114,0.019352
_AA_10/2/2015,12:52:41 PM,7,0,43.212852,6.693554,7.684658,35.014984,219.482792,-18.896618,0.008957,0.001324,0.007061,0.019779
_AA_10/2/2015,12:52:42 PM,7,0,43.233829,6.693554,7.710434,34.899426,222.011395,-10.442501,0.013123,0.001324,0.007053,0.019779
_AA_10/2/2015,12:52:43 PM,7,0,61.68354,6.701115,7.727615,34.896538,222.082272,-9.619751,0.013157,0.00132,0.007076,0.019794
_AA_10/2/2015,12:52:43 PM,7,0,62.353928,6.691029,7.747665,34.899426,221.834209,-9.301067,0.013195,0.001324,0.007092,0.019794
_AA_10/2/2015,12:52:44 PM,7,0,62.478146,6.691029,7.770576,34.916759,221.876732,-9.259083,0.013161,0.001324,0.007072,0.019741
_AA_10/2/2015,12:52:44 PM,7,0,62.05888,6.691029,7.701843,34.986092,221.791687,-9.469013,0.013161,0.00132,0.007156,0.020031
_AA_10/2/2015,12:52:45 PM,7,0,61.70166,6.691029,7.779171,35.101665,223.557194,-9.744076,0.013119,0.001324,0.007099,0.020123
_AA_10/2/2015,12:52:45 PM,7,0,61.675781,6.691029,7.764851,34.960091,225.984829,-9.679066,0.013016,0.001324,0.007107,0.020149
_AA_10/2/2015,12:52:46 PM,5,0,61.678364,6.691029,7.804943,35.017872,226.70237,-9.726711,0.012974,0.00132,0.007046,0.020138
_AA_10/2/2015,12:52:46 PM,5,0,61.432423,6.691029,7.804943,34.977425,226.240551,-9.943283,0.012867,0.001324,0.007008,0.020115
_AA_10/2/2015,12:52:47 PM,5,0,61.212341,6.683464,7.804943,34.977425,226.240551,-9.943283,0.012882,0.001324,0.007046,0.020092
_AA_10/2/2015,12:52:47 PM,5,0,60.945629,6.691029,7.802078,35.003426,225.956425,-10.084423,0.01284,0.001316,0.007042,0.020115
_AA_10/2/2015,12:52:48 PM,5,0,60.849812,6.698597,7.804943,34.991867,225.814365,-10.133369,0.012821,0.001331,0.007053,0.020107
_AA_10/2/2015,12:52:48 PM,5,0,60.849812,6.698597,7.804943,34.991867,225.814365,-10.133369,0.012772,0.001324,0.007118,0.020069
_AA_10/2/2015,12:52:49 PM,5,0,60.614136,6.693554,7.802078,35.006317,225.672329,-10.250355,0.012863,0.001324,0.007069,0.020061
_AA_10/2/2015,12:52:49 PM,5,0,60.47427,6.693554,7.804943,34.954308,225.395378,-10.295715,0.012844,0.001324,0.007118,0.020039
_AA_10/2/2015,12:52:50 PM,5,0,60.448368,6.693554,7.802078,34.968758,225.153969,-10.314457,0.012863,0.001324,0.007069,0.020046
_AA_10/2/2015,12:52:50 PM,5,0,60.42765,6.693554,7.802078,34.96587,224.905491,-10.323372,0.01273,0.001324,0.007015,0.02
_AA_10/2/2015,12:52:51 PM,8,0,60.277409,6.685989,7.804943,34.882092,224.784809,-10.36182,0.012688,0.001324,0.007107,0.02
_AA_10/2/2015,12:52:52 PM,9,0,60.230782,6.696072,7.804943,34.988979,224.678341,-10.433537,0.012688,0.00132,0.007107,0.02
_AA_10/2/2015,12:52:52 PM,9,0,60.062389,6.691029,7.804943,35.014984,224.529285,-10.533257,0.012737,0.001324,0.007107,0.019981
_AA_10/2/2015,12:52:53 PM,9,0,1.518047,0.91217,-131072,1.156437,2.864399,65513.5,0.01273,0.001324,0.007137,0.019958
_AA_10/2/2015,12:52:53 PM,9,0,1.518047,0.91217,-131072,1.156437,2.864399,65513.5,0.0135,0.001324,0.007069,0.019901
_AA_10/2/2015,12:52:54 PM,9,0,5.232235,0.914719,1.510681,1.172184,2.864399,-20.767956,0.012615,0.001308,0.007072,0.021778
_AA_10/2/2015,12:52:54 PM,9,0,1.518047,0.924957,1.556789,1.156437,13.419075,-22.635113,0.014008,0.001324,0.007072,0.022381
_AA_10/2/2015,12:52:55 PM,9,0,14.178699,2.67643,1.510681,1.156437,26.000061,-15.405994,0.017281,0.00132,0.007099,0.02232
_AA_10/2/2015,12:52:55 PM,9,0,16.886478,5.663353,-131072,1.156437,25.994308,65513.5,0.01807,0.005306,0.007145,0.022308
_AA_10/2/2015,12:52:56 PM,9,0,19.635513,5.453453,1.510681,1.201069,26.011559,-11.311394,0.0186,0.005505,0.007107,0.022324
_AA_10/2/2015,12:52:56 PM,9,0,21.935581,7.149734,1.510681,1.156437,25.908066,-9.290901,0.012608,0.00771,0.00708,0.022343
_AA_10/2/2015,12:52:57 PM,200800089,1,24.602982,9.107327,1.510681,1.156437,25.821838,-6.978405,0.014156,0.00132,0.007107,0.022221
_AA_10/2/2015,12:52:58 PM,200800089,1,19.530022,0.940311,1.510681,1.271992,25.626442,-13.65617,0.016552,0.001324,0.007107,0.022221
_AA_10/2/2015,12:52:58 PM,200800089,2,19.632812,0.914719,1.510681,1.206322,25.821838,-13.584736,0.016506,0.001324,0.007084,0.022327
_AA_10/2/2015,12:52:59 PM,200800089,3,19.088905,0.91217,-131072,1.216827,25.390915,65513.5,0.016312,0.001324,0.007111,0.022301
_AA_10/2/2015,12:52:59 PM,200800089,404,18.633911,0.914719,1.510681,1.22208,25.511536,-14.092068,0.016171,0.001324,0.007061,0.022778
_AA_10/2/2015,12:53:00 PM,200800089,404,18.268036,0.922398,1.510681,1.237843,28.975643,-14.279045,0.016171,0.001324,0.007061,0.022533
_AA_10/2/2015,12:53:00 PM,200800089,404,17.815117,0.91217,-131072,1.243095,27.843369,65513.5,0.016056,0.001324,0.007076,0.022514
_AA_10/2/2015,12:53:01 PM,200800089,404,17.416149,0.91217,-131072,1.190563,27.797211,65513.5,0.015903,0.001324,0.007046,0.022427
_AA_10/2/2015,12:53:01 PM,200800089,404,16.845715,-131072,1.510681,1.216827,26.31641,-65536,0.01585,0.001324,0.00713,0.022392
_AA_10/2/2015,12:53:02 PM,200800089,404,16.845715,-131072,1.510681,1.216827,26.31641,-65536,0.015781,0.001316,0.007168,0.022358
_AA_10/2/2015,12:53:02 PM,200800089,404,16.49229,-131072,1.510681,1.26936,26.011559,-65536,0.015728,0.001324,0.007175,0.022331
_AA_10/2/2015,12:53:03 PM,200800089,404,16.280136,0.91217,1.510681,1.185314,25.741371,-15.251846,0.015804,0.001324,0.007141,0.022324
_AA_10/2/2015,12:53:03 PM,200800089,404,16.1441,0.91217,1.510681,1.237843,25.425373,-15.346127,0.015717,0.001324,0.007076,0.022305
_AA_10/2/2015,12:53:04 PM,200800089,404,15.545132,0.914719,1.510681,1.224709,25.258839,-15.637772,0.015598,0.001324,0.007061,0.022297
_AA_10/2/2015,12:53:05 PM,200800089,404,15.373489,0.91217,1.510681,1.22208,24.994785,-15.723553,0.015484,0.001324,0.007114,0.022255
_AA_10/2/2015,12:53:05 PM,200800089,404,15.114571,0.91217,1.510681,1.24572,24.914452,-15.86483,0.015484,0.001324,0.007114,0.022255
_AA_10/2/2015,12:53:06 PM,200800089,404,14.923706,0.914719,1.510681,1.23521,24.776764,-15.953735,0.015522,0.001324,0.007095,0.022236
_AA_10/2/2015,12:53:06 PM,200800089,404,14.645473,0.914719,1.510681,1.24572,24.604702,-16.098106,0.0154,0.00132,0.007027,0.022259
_AA_10/2/2015,12:53:07 PM,200800089,404,14.408043,0.91217,1.510681,1.22208,24.409771,-16.206276,0.015396,0.00132,0.007053,0.022205
_AA_10/2/2015,12:53:07 PM,200800089,404,14.320679,-131072,1.510681,1.219452,24.289413,-65536,0.015419,0.001324,0.007141,0.022175
_AA_10/2/2015,12:53:08 PM,200800089,404,14.014824,0.919838,1.510681,1.156437,24.03159,-16.36623,0.015274,0.001324,0.007099,0.022167
_AA_10/2/2015,12:53:08 PM,200800089,404,14.320679,-131072,1.510681,1.206322,23.957134,-65536,0.015312,0.001324,0.00713,0.022148
_AA_10/2/2015,12:53:09 PM,200800089,404,13.78532,0.914719,1.510681,1.159054,23.808258,-16.484848,0.015266,0.001324,0.007092,0.022148
_AA_10/2/2015,12:53:09 PM,200800089,404,13.531109,0.91217,1.510681,1.20895,23.705212,-16.638176,0.015202,0.00132,0.007111,0.022102
_AA_10/2/2015,12:53:10 PM,200800089,404,13.462753,0.91217,1.510681,1.156437,23.625076,-16.646099,0.015148,0.001316,0.007122,0.022137
_AA_10/2/2015,12:53:10 PM,200800089,404,13.131786,0.919838,1.510681,1.156437,23.361877,-16.807747,0.015102,0.00132,0.00713,0.022083
_AA_10/2/2015,12:53:11 PM,200800089,404,13.00864,0.914719,1.510681,1.232586,23.253204,-16.909954,0.015125,0.001324,0.007122,0.022099
_AA_10/2/2015,12:53:12 PM,200800089,404,12.819771,0.914719,1.510681,1.264107,23.115967,-17.020149,0.015049,0.001324,0.00716,0.022068
_AA_10/2/2015,12:53:12 PM,200800089,404,12.781445,0.91217,-131072,1.285122,23.030212,65513.5,0.01511,0.00132,0.007114,0.02206
_AA_10/2/2015,12:53:13 PM,200800089,404,12.518536,0.914719,1.510681,1.156437,22.938755,-17.116932,0.014999,0.001324,0.007076,0.022053
_AA_10/2/2015,12:53:13 PM,200800089,404,12.329494,0.91217,1.510681,1.195816,22.818748,-17.232418,0.014957,0.001324,0.00703,0.02203
_AA_10/2/2015,12:53:14 PM,200800089,404,12.288387,0.914719,1.510681,1.156437,22.761612,-17.232006,0.014832,0.001316,0.007111,0.02203
_AA_10/2/2015,12:53:14 PM,200800089,404,12.151344,0.914719,1.510681,1.219452,22.647358,-17.332035,0.014828,0.001324,0.007084,0.022022
_AA_10/2/2015,12:53:15 PM,200800089,404,11.860699,0.91217,1.510681,1.216827,22.447479,-17.477322,0.014904,0.001324,0.007137,0.022011
_AA_10/2/2015,12:53:16 PM,200800089,404,11.797615,0.91217,1.510681,1.156437,22.373249,-17.478668,0.01482,0.001324,0.007069,0.021999
_AA_10/2/2015,12:53:16 PM,200800089,404,11.608311,0.91217,1.510681,1.293003,22.241966,-17.641602,0.014828,0.001324,0.007107,0.022003
_AA_10/2/2015,12:53:17 PM,200800089,404,11.465599,0.914719,-131072,1.156437,22.184895,65513.5,0.014675,0.001324,0.007122,0.021969
_AA_10/2/2015,12:53:17 PM,200800089,404,11.182812,0.919838,1.510681,1.156437,21.996609,-17.782234,0.014698,0.001316,0.007076,0.021961
_AA_10/2/2015,12:53:18 PM,200800089,404,11.116898,0.91217,1.510681,1.214203,21.956673,-17.847908,0.014702,0.001331,0.007111,0.021973
_AA_10/2/2015,12:53:19 PM,200800089,404,11.042728,0.914719,1.510681,1.185314,21.825497,-17.869274,0.014698,0.001324,0.007084,0.021969
_AA_10/2/2015,12:53:19 PM,200800089,404,10.88887,-131072,1.510681,1.293003,21.78558,-65536,0.014668,0.001324,0.00708,0.021931
_AA_10/2/2015,12:53:20 PM,200800089,404,10.773449,0.914719,1.510681,1.26936,21.654446,-18.045937,0.014587,0.001324,0.007076,0.021931
_AA_10/2/2015,12:53:20 PM,200800089,404,10.597523,0.914719,1.510681,1.335041,21.568947,-18.16674,0.014633,0.001316,0.007122,0.021938
_AA_10/2/2015,12:53:21 PM,200800089,404,10.506779,0.919838,1.510681,1.22208,21.494858,-18.153072,0.014553,0.00132,0.007122,0.021946
_AA_10/2/2015,12:53:21 PM,200800089,404,10.534279,0.919838,1.510681,1.271992,21.489151,-18.16428,0.014488,0.001324,0.007076,0.021912
_AA_10/2/2015,12:53:22 PM,200800089,404,10.319756,-131072,1.510681,1.156437,21.420776,-65536,0.014481,0.00132,0.007137,0.0219
_AA_10/2/2015,12:53:22 PM,200800089,404,10.220707,0.914719,1.510681,1.256226,21.341007,-18.315742,0.014545,0.001324,0.00713,0.021893
_AA_10/2/2015,12:53:23 PM,200800089,404,10.099636,0.914719,-131072,1.156437,21.249863,65513.5,0.014423,0.00132,0.007153,0.021877
_AA_10/2/2015,12:53:23 PM,200800089,404,10.011559,0.914719,1.510681,1.32716,21.2043,-18.455784,0.014423,0.001324,0.007107,0.021885
_AA_10/2/2015,12:53:24 PM,200800089,404,9.91246,0.91217,1.510681,1.293003,21.130264,-18.489529,0.014431,0.001324,0.007133,0.021873
_AA_10/2/2015,12:53:25 PM,200800089,404,9.738979,-131072,1.510681,1.156437,20.999306,-65536,0.014431,0.001324,0.007133,0.021873
_AA_10/2/2015,12:53:25 PM,200800089,404,9.730721,0.914719,1.510681,1.293003,21.130264,-18.573872,0.014332,0.001324,0.007084,0.021854
_AA_10/2/2015,12:53:26 PM,200800089,404,9.491058,0.914719,1.510681,1.261482,20.987919,-18.683193,0.014324,0.001324,0.007084,0.021854
_AA_10/2/2015,12:53:26 PM,200800089,404,9.469017,0.914719,1.510681,1.337669,20.800087,-18.732307,0.014374,0.001316,0.007111,0.021877
_AA_10/2/2015,12:53:27 PM,200800089,404,9.469017,0.914719,1.510681,1.156437,20.874073,-18.641693,0.014309,0.001324,0.00716,0.021839
_AA_10/2/2015,12:53:28 PM,200800089,404,9.289879,0.914719,1.510681,1.250977,20.783016,-18.77853,0.01421,0.001328,0.007114,0.021828
_AA_10/2/2015,12:53:28 PM,200800089,404,9.09137,0.919838,-131072,1.319279,20.583885,65513.5,0.014248,0.001308,0.007149,0.021801
_AA_10/2/2015,12:53:29 PM,200800089,404,9.019669,0.914719,-131072,1.156437,20.475819,65513.5,0.014187,0.00132,0.00713,0.021816
_AA_10/2/2015,12:53:29 PM,200800089,404,8.925888,0.914719,1.510681,1.156437,20.470127,65513.5,0.014172,0.001324,0.007088,0.021801
_AA_10/2/2015,12:53:30 PM,200800089,404,8.818298,0.91217,1.510681,1.285122,20.418949,-19.032669,0.014271,0.001324,0.007114,0.021816
_AA_10/2/2015,12:53:30 PM,200800089,404,8.760353,0.91217,1.519318,1.214203,20.288177,-19.030499,0.014252,0.00132,0.007133,0.021793
_AA_10/2/2015,12:53:31 PM,200800089,404,8.757595,-131072,1.510681,1.314022,20.237022,-65536,0.014172,0.001324,0.007072,0.021782
_AA_10/2/2015,12:53:31 PM,200800089,404,8.713444,0.91217,1.510681,1.164307,20.180183,-19.024689,0.014191,0.001328,0.00705,0.021797
_AA_10/2/2015,12:53:32 PM,200800089,404,8.627888,0.914719,-131072,1.314022,20.123348,65513.5,0.014214,0.001324,0.00708,0.02174
_AA_10/2/2015,12:53:33 PM,200800089,404,8.481575,0.914719,1.510681,1.227333,20.009705,-19.17086,0.014095,0.001324,0.007114,0.021755
_AA_10/2/2015,12:53:33 PM,200800089,404,8.41531,0.91217,1.516438,1.243095,19.986977,-19.216026,0.014187,0.00132,0.007065,0.021732
_AA_10/2/2015,12:53:34 PM,200800089,404,8.310368,0.91217,-131072,1.308769,19.833607,65513.5,0.014126,0.00132,0.007046,0.021748
_AA_10/2/2015,12:53:35 PM,200800089,404,8.277222,0.914719,1.510681,1.166931,19.79385,-19.242836,0.014156,0.001324,0.007053,0.021732
_AA_10/2/2015,12:53:35 PM,200800089,404,8.150154,0.914719,-131072,1.321903,19.754097,65513.5,0.014053,0.001324,0.007061,0.02174
_AA_10/2/2015,12:53:36 PM,200800089,404,8.028576,0.91217,1.510681,1.166931,19.680275,-19.368435,0.014027,0.001324,0.007137,0.021702
_AA_10/2/2015,12:53:36 PM,200800089,404,8.133575,0.914719,1.516438,1.277241,19.65189,-19.372692,0.013905,0.001324,0.007046,0.021732
_AA_10/2/2015,12:53:37 PM,200800089,404,7.956718,0.91217,1.510681,1.180061,19.65757,-19.410927,0.014194,0.001324,0.007061,0.021725
_AA_10/2/2015,12:53:37 PM,200800089,404,7.904205,0.91217,1.516438,1.185314,19.555386,-19.442688,0.014095,0.00132,0.007092,0.021687
_AA_10/2/2015,12:53:38 PM,200800089,404,7.801922,0.914719,1.510681,1.264107,19.538357,-19.529076,0.01384,0.001328,0.007092,0.021709
_AA_10/2/2015,12:53:39 PM,200800089,404,7.705139,0.91217,1.510681,1.166931,19.362427,-19.530151,0.013908,0.00132,0.007126,0.02169
_AA_10/2/2015,12:53:39 PM,200800089,404,7.619415,0.91217,1.510681,1.264107,19.339729,-19.621601,0.014004,0.00132,0.007111,0.021694
_AA_10/2/2015,12:53:39 PM,200800089,404,7.517071,0.91217,1.510681,1.240467,19.317036,-19.660954,0.013981,0.001324,0.007046,0.021709
_AA_10/2/2015,12:53:40 PM,200800089,404,7.483868,0.919838,1.510681,1.337669,25.034954,-19.722324,0.014004,0.001324,0.007141,0.02264
_AA_10/2/2015,12:53:41 PM,200800089,404,7.450668,0.919838,1.510681,1.216827,31.142979,-19.678501,0.013897,0.00132,0.00708,0.022087
_AA_10/2/2015,12:53:41 PM,200800089,404,7.35936,-131072,1.510681,1.232586,22.795891,-65536,0.013897,0.001324,0.007099,0.021858
_AA_10/2/2015,12:53:42 PM,200800089,404,7.387032,-131072,1.510681,1.156437,20.060837,-65536,0.013924,0.001328,0.007107,0.021755
_AA_10/2/2015,12:53:42 PM,20A800089,404,7.284641,0.914719,1.510681,1.261482,19.930172,-19.786404,0.013947,0.001324,0.007107,0.021755
_AA_10/2/2015,12:53:43 PM,20A8000BD,405,7.15731,0.914719,1.510681,1.295631,19.771133,-19.867142,0.013882,0.001324,0.007114,0.021725
_AA_10/2/2015,12:53:43 PM,208A000BD,1001006,7.284641,-131072,1.516438,1.31665,19.663246,-65536,0.013866,0.001324,0.007107,0.021717
_AA_10/2/2015,12:53:44 PM,0080000BD,1002007,7.057636,0.914719,1.510681,1.156437,19.634861,-19.847382,0.013866,0.001324,0.007107,0.021717
_AA_10/2/2015,12:53:44 PM,0080000BD,1002007,6.916409,0.922398,-131072,1.290379,19.544033,65513.5,0.013828,0.001324,0.007141,0.021721
_AA_10/2/2015,12:53:45 PM,0080000BD,1000008,7.049332,0.914719,1.510681,1.271992,19.447544,-19.909313,0.013836,0.001324,0.007092,0.021694
_AA_10/2/2015,12:53:45 PM,00800003D,1000000,6.872089,0.919838,-131072,1.264107,19.458897,65513.5,0.013859,0.001328,0.007137,0.021694
_AA_10/2/2015,12:53:46 PM,27,1000000,6.877628,0.914719,1.519318,1.240467,19.351078,-19.983719,0.013767,0.001324,0.007084,0.021709
_AA_10/2/2015,12:53:46 PM,27,0,6.791752,-131072,1.510681,1.156437,19.373775,-65536,0.01376,0.001324,0.007076,0.021687
_AA_10/2/2015,12:53:47 PM,27,0,6.694775,0.919838,1.510681,1.240467,19.311363,-20.068268,0.013767,0.001324,0.007107,0.02169
_AA_10/2/2015,12:53:47 PM,27,0,6.531254,0.919838,1.510681,1.248344,19.169548,-20.153969,0.013695,0.001324,0.007084,0.021664
_AA_10/2/2015,12:53:48 PM,27,0,6.58115,0.91217,-131072,1.240467,19.180889,65513.5,0.013794,0.00132,0.007114,0.02169
